鄉鎮市區,土地區段位置建物區段門牌,交易年月日,Price,Floor,Area,bad100m,edu500m,med1000m,class_MRT,class_bus,building_station_distance,building_busstop_distance,Parking,Landusage,交易年月,int_rate,salary,population
新莊區,忠孝段451~480地號,1010605,471026.7167,14,26.750075,0,1,1,3,1,808.204422,102.412015,2,1,10106,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010605,478503.3313,15,26.750075,0,1,1,3,1,808.204422,102.412015,2,1,10106,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010617,489718.2531,17,26.750075,0,1,1,3,1,808.204422,102.412015,2,1,10106,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010721,474017.3626,18,26.750075,0,1,1,3,1,808.204422,102.412015,2,1,10107,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010605,464249.5599,9,42.649475,0,1,1,3,1,808.204422,102.412015,2,1,10106,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010612,461201.4568,12,42.649475,0,1,1,3,1,808.204422,102.412015,2,1,10106,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010615,468938.9494,15,42.649475,0,1,1,3,1,808.204422,102.412015,2,1,10106,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010617,485351.8127,17,42.649475,0,1,1,3,1,808.204422,102.412015,2,1,10106,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010826,470111.2968,18,42.649475,0,1,1,3,1,808.204422,102.412015,2,1,10108,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010627,456210.7399,9,25.8214,0,1,1,3,1,808.204422,102.412015,2,1,10106,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010605,466667.18299999996,10,25.8214,0,1,1,3,1,808.204422,102.412015,2,1,10106,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010605,467441.7344,11,25.8214,0,1,1,3,1,808.204422,102.412015,2,1,10106,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010609,468603.5614,12,25.8214,0,1,1,3,1,808.204422,102.412015,2,1,10106,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010530,478285.4532,14,25.8214,0,1,1,3,1,808.204422,102.412015,2,1,10105,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010601,467276.7664,10,37.87905,0,1,1,3,1,808.204422,102.412015,2,1,10106,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010630,479420.6824,12,37.87905,0,1,1,3,1,808.204422,102.412015,2,1,10106,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010711,467276.7664,13,37.87905,0,1,1,3,1,808.204422,102.412015,2,1,10107,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010602,471500.7372,14,37.87905,0,1,1,3,1,808.204422,102.412015,2,1,10106,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010818,474140.7189,15,37.87905,0,1,1,3,1,808.204422,102.412015,2,1,10108,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010609,483116.6568,17,37.87905,0,1,1,3,1,808.204422,102.412015,2,1,10106,3.219,537021,23270367
新莊區,忠孝段451~480地號,1010709,424362.6603,18,42.41655,0,1,1,3,1,808.204422,102.412015,2,1,10107,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1010815,357870.3038,5,29.8991,0,1,0,3,2,977.39414,229.71989899999997,2,1,10108,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1010820,366566.2177,6,29.8991,0,1,0,3,2,977.39414,229.71989899999997,2,1,10108,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1011113,356198.0126,7,29.8991,0,1,0,3,2,977.39414,229.71989899999997,2,1,10111,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1011214,364559.4683,13,29.8991,0,1,0,3,2,977.39414,229.71989899999997,2,1,10112,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1011003,346244.0531,3,22.4697,0,1,0,3,2,977.39414,229.71989899999997,2,1,10110,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1010622,340458.4841,5,22.4697,0,1,0,3,2,977.39414,229.71989899999997,2,1,10106,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1011106,338506.6955,5,22.45155,0,1,0,3,2,977.39414,229.71989899999997,2,1,10111,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1020111,351116.1612,2,28.3382,0,1,0,3,2,977.39414,229.71989899999997,2,1,10201,3.219,565198,23344670
新莊區,信華段一小段1~30地號,1020108,350741.7571,6,28.36845,0,1,0,3,2,977.39414,229.71989899999997,2,1,10201,3.219,565198,23344670
新莊區,信華段一小段1~30地號,1011113,341187.7599,7,28.371475,0,1,0,3,2,977.39414,229.71989899999997,2,1,10111,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1010815,353290.0132,8,27.73925,0,1,0,3,2,977.39414,229.71989899999997,2,1,10108,3.219,537021,23270367
新莊區,信華段一小段1~30地號,1020204,328181.4833,3,28.36845,0,1,0,3,2,977.39414,229.71989899999997,2,1,10202,3.219,565198,23344670
